datetime,temperature_2m,relative_humidity_2m,precipitation,rain,wind_speed_10m,wind_direction_10m,pressure_msl
2024-01-28 17:00:00+00:00,12.4435,72.29254,0.0,0.0,7.0911775,23.962492,1025.3
2024-01-28 18:00:00+00:00,12.3435,72.520996,0.0,0.0,8.311245,355.03033,1025.1
2024-01-28 19:00:00+00:00,12.0435,75.49328,0.0,0.0,10.799999,360.0,1024.5
2024-01-28 20:00:00+00:00,11.643499,81.28198,0.0,0.0,8.759178,9.462248,1023.8
2024-01-28 21:00:00+00:00,11.5435,83.21549,0.0,0.0,7.5942073,5.4402504,1023.3
2024-01-28 22:00:00+00:00,11.5435,83.77922,0.0,0.0,7.92,360.0,1023.3
2024-01-28 23:00:00+00:00,11.5935,84.352005,0.0,0.0,7.92,360.0,1023.9
2024-01-29 00:00:00+00:00,11.5935,85.208725,0.5,0.5,8.049845,349.69522,1024.2
2024-01-29 01:00:00+00:00,11.9435,84.67567,0.0,0.0,8.049845,26.564985,1025.0
2024-01-29 02:00:00+00:00,12.7435,81.42758,0.0,0.0,7.928178,2.6025116,1025.7
2024-01-29 03:00:00+00:00,13.1935,80.40358,0.0,0.0,8.4042845,9.865748,1025.3
2024-01-29 04:00:00+00:00,14.2935,76.88712,0.0,0.0,8.311245,4.969664,1024.3
2024-01-29 05:00:00+00:00,15.143499,73.27415,0.0,0.0,7.9932976,352.23492,1023.1
2024-01-29 06:00:00+00:00,15.6935,70.97112,0.0,0.0,6.519877,353.6599,1021.6
2024-01-29 07:00:00+00:00,16.9935,66.65168,0.0,0.0,4.2136917,340.0168,1020.6
2024-01-29 08:00:00+00:00,17.3935,66.29459,0.0,0.0,2.5455842,351.87,1019.5
2024-01-29 09:00:00+00:00,17.4435,66.74623,0.0,0.0,3.6,53.13002,1018.8
2024-01-29 10:00:00+00:00,16.9435,67.98309,0.0,0.0,6.9247384,62.10283,1018.8
2024-01-29 11:00:00+00:00,14.6935,79.02247,0.0,0.0,7.289445,57.094753,1019.3
2024-01-29 12:00:00+00:00,14.5935,79.53389,0.0,0.0,6.989936,55.491425,1019.9
2024-01-29 13:00:00+00:00,13.643499,83.74401,0.0,0.0,5.495161,58.392544,1020.6
2024-01-29 14:00:00+00:00,13.5935,84.01673,0.0,0.0,5.0911684,44.999897,1021.3
2024-01-29 15:00:00+00:00,13.4935,85.97936,0.0,0.0,4.3498964,65.55606,1021.4
2024-01-29 16:00:00+00:00,13.3435,88.85808,0.0,0.0,5.2416787,74.054535,1021.0
2024-01-29 17:00:00+00:00,13.5435,89.16815,0.0,0.0,3.219938,26.564985,1020.6
2024-01-29 18:00:00+00:00,13.8435,85.16587,0.0,0.0,2.968636,345.9637,1020.3
2024-01-29 19:00:00+00:00,13.643499,87.13977,0.0,0.0,2.2768397,341.56494,1019.6
2024-01-29 20:00:00+00:00,13.7935,86.00982,0.0,0.0,2.5959969,326.3099,1019.0
2024-01-29 21:00:00+00:00,13.7435,86.575294,0.0,0.0,2.5455842,351.87,1018.7
2024-01-29 22:00:00+00:00,13.6935,87.43274,0.0,0.0,2.968636,345.9637,1019.0
2024-01-29 23:00:00+00:00,13.8435,85.73106,0.0,0.0,3.4152596,341.56494,1019.3
2024-01-30 00:00:00+00:00,13.9435,85.176575,0.0,0.0,3.8939953,326.3099,1020.0
2024-01-30 01:00:00+00:00,13.6935,84.587364,0.0,0.0,4.3498964,335.55606,1021.5
2024-01-30 02:00:00+00:00,14.4935,82.197754,0.0,0.0,3.8773184,338.19852,1021.9
2024-01-30 03:00:00+00:00,15.7935,78.14622,0.0,0.0,3.319036,347.4712,1021.9
2024-01-30 04:00:00+00:00,17.1435,75.08995,0.0,0.0,0.35999998,360.0,1021.0
2024-01-30 05:00:00+00:00,18.293499,73.34824,0.0,0.0,3.6,180.0,1019.6
2024-01-30 06:00:00+00:00,19.043499,71.83112,0.0,0.0,6.638072,167.4712,1018.3
2024-01-30 07:00:00+00:00,19.3935,71.66276,0.0,0.0,7.42159,165.96373,1017.2
2024-01-30 08:00:00+00:00,19.4935,72.61415,0.0,0.0,8.891344,158.62932,1016.3
2024-01-30 09:00:00+00:00,19.793499,71.968056,0.1,0.1,9.693296,158.19853,1016.3
2024-01-30 10:00:00+00:00,19.4935,74.272675,0.0,0.0,7.42159,140.90616,1016.2
2024-01-30 11:00:00+00:00,18.4935,81.375626,0.0,0.0,4.452954,104.03627,1016.6
2024-01-30 12:00:00+00:00,17.6435,85.56446,0.0,0.0,5.495161,121.60746,1017.3
2024-01-30 13:00:00+00:00,17.1935,85.7941,0.0,0.0,3.9763298,95.19434,1018.2
2024-01-30 14:00:00+00:00,17.1935,85.51807,0.0,0.0,5.8048253,97.12492,1018.7
2024-01-30 15:00:00+00:00,16.793499,87.712814,0.0,0.0,6.519877,96.340096,1018.7
2024-01-30 16:00:00+00:00,15.5935,93.47146,0.0,0.0,6.0347,107.35411,1018.1
2024-01-30 17:00:00+00:00,15.9935,93.491,0.0,0.0,5.0142193,111.03758,1018.0
2024-01-30 18:00:00+00:00,16.543499,92.32576,0.0,0.0,4.2136917,109.98319,1017.5
2024-01-30 19:00:00+00:00,16.6435,93.82238,0.0,0.0,4.452954,104.03627,1016.9
2024-01-30 20:00:00+00:00,16.793499,94.12972,0.0,0.0,4.452954,104.03627,1016.4
2024-01-30 21:00:00+00:00,16.8935,95.03967,0.0,0.0,4.829907,116.56499,1016.1
2024-01-30 22:00:00+00:00,16.9435,95.95441,0.0,0.0,3.0758414,110.55613,1016.3
2024-01-30 23:00:00+00:00,16.8935,96.87384,0.0,0.0,3.2399998,90.0,1016.9
2024-01-31 00:00:00+00:00,17.043499,95.65259,0.0,0.0,1.484318,75.96373,1017.6
2024-01-31 01:00:00+00:00,16.4435,95.63284,0.1,0.1,3.396233,327.99466,1019.0
2024-01-31 02:00:00+00:00,17.1935,91.774414,0.0,0.0,5.3517847,312.27362,1019.6
2024-01-31 03:00:00+00:00,17.6935,88.35596,0.0,0.0,7.386582,313.0251,1019.9
2024-01-31 04:00:00+00:00,18.1435,86.16512,0.0,0.0,6.8777895,317.1211,1018.8
2024-01-31 05:00:00+00:00,18.9935,82.751495,0.0,0.0,4.8433046,318.01288,1017.8
2024-01-31 06:00:00+00:00,20.043499,79.02206,0.0,0.0,2.8116899,309.8055,1016.3
2024-01-31 07:00:00+00:00,20.8935,76.67323,0.0,0.0,2.16,180.0,1014.9
2024-01-31 08:00:00+00:00,21.1435,76.955605,0.0,0.0,6.763786,154.7989,1014.0
2024-01-31 09:00:00+00:00,21.7435,76.321594,0.0,0.0,9.19939,149.42085,1013.9
2024-01-31 10:00:00+00:00,21.293499,80.45679,0.0,0.0,8.404285,133.26433,1014.1
2024-01-31 11:00:00+00:00,20.293499,86.10374,0.0,0.0,4.39436,124.992096,1014.6
2024-01-31 12:00:00+00:00,19.6935,89.643974,0.0,0.0,4.32,90.0,1014.7
2024-01-31 13:00:00+00:00,19.4935,90.195114,0.0,0.0,5.1919937,123.690094,1015.6
2024-01-31 14:00:00+00:00,19.3935,92.77631,0.0,0.0,6.1094027,135.0001,1016.2
2024-01-31 15:00:00+00:00,19.543499,94.248665,0.1,0.1,5.991594,147.26479,1016.2
2024-01-31 16:00:00+00:00,19.293499,96.02522,0.0,0.0,6.763786,154.7989,1016.3
2024-01-31 17:00:00+00:00,19.4435,95.730064,0.0,0.0,7.8954163,155.77226,1016.2
